ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated
5.5,9.974,-0.404,0.16,-0.573
5.51,9.973,-0.424,-0.165,-0.565
5.52,9.962,-0.439,-0.49,-0.557
5.53,9.941,-0.455,-0.813,-0.55
5.54,9.909,-0.474,-1.133,-0.542
5.55,9.867,-0.487,-1.452,-0.534
5.56,9.815,-0.503,-1.767,-0.525
5.57,9.753,-0.518,-2.08,-0.516
5.58,9.682,-0.531,-2.389,-0.507
5.59,9.6,-0.547,-2.696,-0.499
5.6,9.509,-0.559,-3.001,-0.49
5.61,9.409,-0.569,-3.301,-0.48
5.62,9.299,-0.581,-3.599,-0.469
5.63,9.18,-0.591,-3.893,-0.458
5.64,9.051,-0.604,-4.184,-0.447
5.65,8.913,-0.615,-4.47,-0.435
5.66,8.766,-0.625,-4.751,-0.423
5.67,8.61,-0.633,-5.028,-0.41
5.68,8.445,-0.642,-5.3,-0.396
5.69,8.272,-0.651,-5.567,-0.383
5.7,8.09,-0.661,-5.827,-0.369
5.71,7.9,-0.668,-6.083,-0.353
5.72,7.701,-0.676,-6.333,-0.338
5.73,7.495,-0.684,-6.576,-0.323
5.74,7.28,-0.69,-6.813,-0.307
5.75,7.058,-0.697,-7.043,-0.292
5.76,6.829,-0.704,-7.265,-0.276
5.77,6.593,-0.71,-7.48,-0.26
5.78,6.35,-0.712,-7.688,-0.24
5.79,6.1,-0.713,-7.888,-0.22
5.8,5.844,-0.712,-8.08,-0.199
5.81,5.581,-0.713,-8.264,-0.18
5.82,5.313,-0.714,-8.439,-0.161
5.83,5.039,-0.712,-8.606,-0.139
5.84,4.759,-0.711,-8.765,-0.118
5.85,4.476,-0.707,-8.913,-0.097
5.86,4.188,-0.703,-9.052,-0.076
5.87,3.896,-0.698,-9.183,-0.053
5.88,3.601,-0.692,-9.303,-0.031
5.89,3.301,-0.687,-9.414,-0.011
5.9,2.997,-0.68,-9.515,0.009
5.91,2.691,-0.671,-9.607,0.033
5.92,2.382,-0.663,-9.689,0.055
5.93,2.07,-0.654,-9.76,0.075
5.94,1.757,-0.645,-9.822,0.094
5.95,1.442,-0.634,-9.874,0.117
5.96,1.125,-0.623,-9.915,0.136
5.97,0.808,-0.611,-9.947,0.155
5.98,0.489,-0.599,-9.968,0.173
5.99,0.171,-0.586,-9.979,0.193
6,-0.145,-0.572,-9.98,0.216
6.01,-0.461,-0.558,-9.97,0.237
6.02,-0.778,-0.543,-9.951,0.259
6.03,-1.092,-0.528,-9.922,0.281
6.04,-1.408,-0.511,-9.882,0.302
6.05,-1.72,-0.494,-9.833,0.322
6.06,-2.03,-0.476,-9.774,0.339
6.07,-2.337,-0.459,-9.705,0.357
6.08,-2.642,-0.441,-9.626,0.376
6.09,-2.944,-0.422,-9.539,0.391
6.1,-3.245,-0.403,-9.441,0.407
6.11,-3.541,-0.383,-9.334,0.425
6.12,-3.833,-0.363,-9.218,0.44
6.13,-4.121,-0.342,-9.093,0.455
6.14,-4.405,-0.32,-8.959,0.467
6.15,-4.684,-0.299,-8.816,0.481
6.16,-4.959,-0.277,-8.665,0.493
6.17,-5.228,-0.256,-8.505,0.508
6.18,-5.493,-0.235,-8.336,0.522
6.19,-5.753,-0.212,-8.158,0.535
6.2,-6.007,-0.19,-7.973,0.548
6.21,-6.254,-0.167,-7.78,0.559
6.22,-6.497,-0.146,-7.578,0.573
6.23,-6.732,-0.123,-7.37,0.583
6.24,-6.96,-0.099,-7.154,0.592
6.25,-7.182,-0.073,-6.931,0.599
6.26,-7.397,-0.048,-6.7,0.605
6.27,-7.605,-0.026,-6.463,0.615
6.28,-7.805,-0.002,-6.22,0.622
6.29,-7.997,0.02,-5.97,0.629
6.3,-8.181,0.044,-5.714,0.635
6.31,-8.357,0.068,-5.452,0.641
6.32,-8.525,0.091,-5.184,0.646
6.33,-8.685,0.112,-4.911,0.651
6.34,-8.836,0.136,-4.634,0.654
6.35,-8.978,0.158,-4.35,0.658
6.36,-9.112,0.181,-4.061,0.662
6.37,-9.236,0.202,-3.769,0.665
6.38,-9.35,0.223,-3.473,0.667
6.39,-9.456,0.245,-3.173,0.669
6.4,-9.551,0.264,-2.872,0.67
6.41,-9.636,0.286,-2.568,0.671
6.42,-9.712,0.304,-2.261,0.672
6.43,-9.779,0.326,-1.952,0.671
6.44,-9.835,0.349,-1.642,0.669
6.45,-9.881,0.37,-1.331,0.667
6.46,-9.917,0.389,-1.019,0.666
6.47,-9.944,0.408,-0.707,0.664
6.48,-9.961,0.424,-0.395,0.661
6.49,-9.967,0.445,-0.083,0.658
6.5,-9.965,0.466,0.227,0.653
6.51,-9.952,0.486,0.538,0.649
6.52,-9.93,0.505,0.849,0.643
6.53,-9.898,0.52,1.158,0.637
6.54,-9.857,0.535,1.465,0.631
6.55,-9.806,0.551,1.77,0.624
6.56,-9.746,0.568,2.074,0.616
6.57,-9.676,0.585,2.375,0.608
6.58,-9.598,0.603,2.673,0.6
6.59,-9.51,0.621,2.968,0.591
6.6,-9.414,0.634,3.26,0.58
6.61,-9.309,0.649,3.548,0.569
6.62,-9.194,0.662,3.835,0.558
6.63,-9.07,0.676,4.118,0.546
6.64,-8.938,0.688,4.398,0.533
6.65,-8.796,0.704,4.674,0.522
6.66,-8.646,0.714,4.946,0.507
6.67,-8.487,0.728,5.213,0.493
6.68,-8.32,0.739,5.476,0.477
6.69,-8.145,0.75,5.733,0.461
6.7,-7.961,0.76,5.986,0.445
6.71,-7.769,0.768,6.233,0.426
6.72,-7.57,0.777,6.474,0.409
6.73,-7.363,0.784,6.709,0.389
6.74,-7.148,0.79,6.938,0.37
6.75,-6.926,0.796,7.16,0.351
6.76,-6.697,0.799,7.375,0.329
6.77,-6.462,0.803,7.582,0.309
6.78,-6.22,0.805,7.783,0.288
6.79,-5.971,0.808,7.975,0.267
6.8,-5.718,0.808,8.159,0.244
6.81,-5.459,0.809,8.335,0.225
6.82,-5.195,0.808,8.503,0.203
6.83,-4.926,0.806,8.663,0.181
6.84,-4.653,0.802,8.813,0.158
6.85,-4.375,0.799,8.955,0.136
6.86,-4.095,0.793,9.087,0.112
6.87,-3.81,0.786,9.211,0.09
6.88,-3.522,0.78,9.326,0.068
6.89,-3.231,0.772,9.431,0.047
6.9,-2.938,0.765,9.527,0.028
6.91,-2.642,0.755,9.614,0.005
6.92,-2.345,0.745,9.692,-0.014
6.93,-2.046,0.734,9.76,-0.038
6.94,-1.745,0.722,9.819,-0.058
6.95,-1.442,0.711,9.869,-0.079
6.96,-1.138,0.698,9.909,-0.102
6.97,-0.833,0.685,9.94,-0.123
6.98,-0.528,0.671,9.962,-0.146
6.99,-0.222,0.658,9.974,-0.165
7,0.082,0.645,9.977,-0.186
7.01,0.388,0.63,9.97,-0.204
7.02,0.693,0.616,9.954,-0.224
7.03,0.998,0.602,9.928,-0.245
7.04,1.303,0.587,9.893,-0.264
7.05,1.606,0.572,9.849,-0.282
7.06,1.907,0.557,9.795,-0.301
7.07,2.206,0.542,9.733,-0.321
7.08,2.503,0.526,9.661,-0.338
7.09,2.799,0.51,9.58,-0.354
7.1,3.092,0.494,9.489,-0.372
7.11,3.382,0.477,9.39,-0.389
7.12,3.669,0.461,9.282,-0.405
7.13,3.952,0.445,9.164,-0.425
7.14,4.231,0.429,9.039,-0.444
7.15,4.505,0.412,8.905,-0.464
7.16,4.774,0.395,8.764,-0.483
7.17,5.038,0.376,8.615,-0.498
7.18,5.297,0.357,8.458,-0.515
7.19,5.551,0.338,8.293,-0.532
7.2,5.799,0.319,8.121,-0.548
7.21,6.041,0.3,7.943,-0.564
7.22,6.277,0.28,7.757,-0.579
7.23,6.505,0.259,7.566,-0.593
7.24,6.727,0.238,7.369,-0.608
7.25,6.942,0.218,7.166,-0.622
7.26,7.151,0.196,6.957,-0.635
7.27,7.353,0.174,6.743,-0.648
7.28,7.548,0.152,6.523,-0.661
7.29,7.737,0.131,6.297,-0.674
7.3,7.918,0.109,6.067,-0.686
7.31,8.092,0.089,5.831,-0.699
7.32,8.259,0.066,5.592,-0.709
7.33,8.418,0.043,5.349,-0.719
7.34,8.57,0.019,5.101,-0.728
7.35,8.715,-0.004,4.848,-0.736
7.36,8.852,-0.029,4.592,-0.743
7.37,8.981,-0.053,4.331,-0.751
7.38,9.104,-0.076,4.066,-0.757
7.39,9.218,-0.098,3.798,-0.763
7.4,9.324,-0.122,3.527,-0.768
7.41,9.423,-0.147,3.253,-0.772
7.42,9.513,-0.171,2.975,-0.775
7.43,9.596,-0.196,2.695,-0.778
7.44,9.67,-0.221,2.412,-0.779
7.45,9.736,-0.245,2.127,-0.78
7.46,9.794,-0.268,1.842,-0.78
7.47,9.843,-0.291,1.554,-0.779
7.48,9.884,-0.313,1.265,-0.778
7.49,9.916,-0.335,0.975,-0.776
7.5,9.939,-0.357,0.685,-0.773
7.51,9.955,-0.381,0.395,-0.77
7.52,9.961,-0.402,0.104,-0.766
7.53,9.96,-0.424,-0.185,-0.761
7.54,9.95,-0.444,-0.474,-0.755
7.55,9.931,-0.463,-0.762,-0.749
7.56,9.905,-0.482,-1.049,-0.742
7.57,9.87,-0.5,-1.335,-0.734
7.58,9.827,-0.518,-1.619,-0.726
7.59,9.776,-0.534,-1.902,-0.718
7.6,9.717,-0.551,-2.182,-0.709
7.61,9.651,-0.565,-2.459,-0.699
7.62,9.577,-0.58,-2.732,-0.689
7.63,9.495,-0.593,-3.003,-0.679
7.64,9.406,-0.605,-3.271,-0.668
7.65,9.31,-0.618,-3.535,-0.657
7.66,9.207,-0.632,-3.796,-0.647
7.67,9.096,-0.645,-4.053,-0.635
7.68,8.979,-0.654,-4.306,-0.622
7.69,8.855,-0.665,-4.556,-0.61
7.7,8.725,-0.676,-4.801,-0.597
7.71,8.588,-0.685,-5.043,-0.584
7.72,8.444,-0.694,-5.279,-0.57
7.73,8.295,-0.703,-5.512,-0.557
7.74,8.139,-0.71,-5.74,-0.542
7.75,7.977,-0.719,-5.963,-0.527
7.76,7.809,-0.726,-6.182,-0.513
7.77,7.635,-0.733,-6.395,-0.497
7.78,7.456,-0.741,-6.604,-0.483
7.79,7.271,-0.748,-6.807,-0.467
7.8,7.081,-0.755,-7.005,-0.453
7.81,6.886,-0.76,-7.198,-0.437
7.82,6.685,-0.765,-7.385,-0.42
7.83,6.48,-0.77,-7.565,-0.404
7.84,6.27,-0.775,-7.741,-0.387
7.85,6.055,-0.778,-7.911,-0.369
7.86,5.835,-0.781,-8.075,-0.35
7.87,5.611,-0.783,-8.233,-0.331
7.88,5.383,-0.786,-8.384,-0.313
7.89,5.151,-0.787,-8.529,-0.294
7.9,4.915,-0.787,-8.668,-0.273
7.91,4.675,-0.787,-8.8,-0.252
7.92,4.433,-0.787,-8.926,-0.232
7.93,4.187,-0.786,-9.044,-0.211
7.94,3.937,-0.785,-9.156,-0.19
7.95,3.685,-0.783,-9.261,-0.169
7.96,3.43,-0.781,-9.359,-0.149
7.97,3.173,-0.779,-9.45,-0.128
7.98,2.913,-0.776,-9.534,-0.106
7.99,2.652,-0.773,-9.61,-0.084
8,2.388,-0.769,-9.679,-0.061
8.01,2.123,-0.764,-9.741,-0.039
8.02,1.859,-0.759,-9.796,-0.014
8.03,1.592,-0.753,-9.843,0.007
8.04,1.324,-0.746,-9.883,0.03
8.05,1.056,-0.739,-9.916,0.054
8.06,0.788,-0.731,-9.941,0.077
8.07,0.518,-0.723,-9.959,0.099
8.08,0.248,-0.714,-9.97,0.12
8.09,-0.021,-0.704,-9.974,0.142
8.1,-0.291,-0.694,-9.97,0.165
8.11,-0.56,-0.683,-9.959,0.187
8.12,-0.83,-0.672,-9.94,0.21
8.13,-1.1,-0.66,-9.914,0.232
8.14,-1.369,-0.648,-9.881,0.253
8.15,-1.637,-0.635,-9.84,0.273
8.16,-1.904,-0.622,-9.792,0.296
8.17,-2.169,-0.608,-9.737,0.316
8.18,-2.435,-0.593,-9.674,0.335
8.19,-2.697,-0.579,-9.605,0.354
8.2,-2.958,-0.563,-9.528,0.372
8.21,-3.217,-0.548,-9.444,0.391
8.22,-3.472,-0.533,-9.353,0.409
8.23,-3.726,-0.517,-9.255,0.427
8.24,-3.976,-0.501,-9.15,0.445
8.25,-4.223,-0.486,-9.039,0.462
8.26,-4.467,-0.469,-8.921,0.478
8.27,-4.706,-0.452,-8.797,0.493
8.28,-4.94,-0.436,-8.668,0.51
8.29,-5.171,-0.42,-8.532,0.527
8.3,-5.398,-0.404,-8.39,0.543
8.31,-5.619,-0.387,-8.243,0.558
8.32,-5.838,-0.37,-8.089,0.575
8.33,-6.051,-0.352,-7.931,0.588
8.34,-6.258,-0.335,-7.768,0.603
8.35,-6.461,-0.318,-7.6,0.618
8.36,-6.659,-0.301,-7.427,0.634
8.37,-6.851,-0.284,-7.249,0.649
8.38,-7.038,-0.266,-7.067,0.664
8.39,-7.219,-0.248,-6.882,0.677
8.4,-7.394,-0.23,-6.692,0.691
8.41,-7.563,-0.211,-6.499,0.704
8.42,-7.727,-0.193,-6.303,0.717
8.43,-7.886,-0.174,-6.102,0.73
8.44,-8.038,-0.154,-5.9,0.742
8.45,-8.185,-0.135,-5.693,0.754
8.46,-8.326,-0.116,-5.483,0.767
8.47,-8.462,-0.096,-5.269,0.778
8.48,-8.592,-0.076,-5.054,0.789
8.49,-8.716,-0.056,-4.835,0.8
8.5,-8.834,-0.036,-4.613,0.811
8.51,-8.947,-0.017,-4.389,0.822
8.52,-9.054,0.005,-4.162,0.831
8.53,-9.155,0.028,-3.932,0.839
8.54,-9.25,0.049,-3.7,0.848
8.55,-9.34,0.071,-3.466,0.855
8.56,-9.424,0.092,-3.228,0.863
8.57,-9.502,0.115,-2.988,0.869
8.58,-9.574,0.138,-2.746,0.874
8.59,-9.64,0.161,-2.502,0.879
8.6,-9.7,0.183,-2.255,0.883
8.61,-9.754,0.204,-2.005,0.886
8.62,-9.802,0.225,-1.754,0.889
8.63,-9.843,0.247,-1.503,0.89
8.64,-9.877,0.27,-1.251,0.891
8.65,-9.905,0.292,-0.997,0.89
8.66,-9.927,0.315,-0.743,0.889
8.67,-9.942,0.337,-0.489,0.887
8.68,-9.951,0.361,-0.236,0.884
8.69,-9.953,0.382,0.016,0.88
8.7,-9.949,0.404,0.269,0.876
8.71,-9.939,0.424,0.521,0.871
8.72,-9.922,0.444,0.772,0.865
8.73,-9.899,0.464,1.023,0.859
8.74,-9.869,0.484,1.273,0.852
8.75,-9.834,0.503,1.521,0.844
8.76,-9.792,0.522,1.769,0.836
8.77,-9.744,0.54,2.014,0.827
8.78,-9.69,0.558,2.259,0.819
8.79,-9.631,0.574,2.501,0.809
8.8,-9.565,0.589,2.741,0.799
8.81,-9.494,0.603,2.979,0.788
8.82,-9.417,0.616,3.214,0.777
8.83,-9.334,0.629,3.447,0.766
8.84,-9.246,0.642,3.677,0.754
8.85,-9.152,0.653,3.904,0.742
8.86,-9.054,0.664,4.128,0.73
8.87,-8.95,0.675,4.349,0.718
8.88,-8.841,0.685,4.566,0.706
8.89,-8.728,0.695,4.78,0.694
8.9,-8.61,0.704,4.99,0.681
8.91,-8.487,0.714,5.196,0.669
8.92,-8.359,0.724,5.399,0.657
8.93,-8.227,0.732,5.599,0.645
8.94,-8.091,0.739,5.795,0.632
8.95,-7.95,0.745,5.988,0.618
8.96,-7.804,0.752,6.177,0.605
8.97,-7.653,0.759,6.363,0.592
8.98,-7.498,0.765,6.546,0.578
8.99,-7.338,0.771,6.725,0.565
9,-7.173,0.777,6.901,0.551
9.01,-7.004,0.782,7.073,0.536
9.02,-6.831,0.788,7.241,0.523
9.03,-6.653,0.793,7.405,0.508
9.04,-6.471,0.798,7.565,0.493
9.05,-6.285,0.803,7.721,0.478
9.06,-6.095,0.808,7.872,0.464
9.07,-5.901,0.813,8.019,0.449
9.08,-5.703,0.818,8.161,0.434
9.09,-5.502,0.821,8.298,0.417
9.1,-5.297,0.825,8.431,0.401
9.11,-5.089,0.829,8.559,0.385
9.12,-4.877,0.833,8.682,0.368
9.13,-4.663,0.836,8.799,0.35
9.14,-4.446,0.839,8.911,0.333
9.15,-4.226,0.842,9.017,0.316
9.16,-4.004,0.844,9.119,0.297
9.17,-3.78,0.846,9.215,0.279
9.18,-3.553,0.847,9.305,0.258
9.19,-3.325,0.848,9.389,0.238
9.2,-3.096,0.848,9.468,0.217
9.21,-2.865,0.848,9.54,0.197
9.22,-2.633,0.848,9.608,0.177
9.23,-2.399,0.847,9.669,0.156
9.24,-2.164,0.846,9.725,0.134
9.25,-1.929,0.844,9.775,0.113
9.26,-1.693,0.842,9.819,0.091
9.27,-1.457,0.839,9.857,0.07
9.28,-1.22,0.835,9.889,0.047
9.29,-0.983,0.831,9.916,0.023
9.3,-0.746,0.827,9.937,0.001
9.31,-0.51,0.822,9.953,-0.021
9.32,-0.273,0.817,9.962,-0.043
9.33,-0.037,0.811,9.966,-0.065
9.34,0.199,0.804,9.965,-0.087
9.35,0.435,0.796,9.958,-0.111
9.36,0.668,0.788,9.945,-0.132
9.37,0.902,0.78,9.927,-0.154
9.38,1.134,0.771,9.903,-0.176
9.39,1.366,0.761,9.874,-0.198
9.4,1.597,0.75,9.84,-0.22
9.41,1.827,0.739,9.8,-0.242
9.42,2.056,0.728,9.755,-0.263
9.43,2.284,0.716,9.704,-0.284
9.44,2.511,0.704,9.649,-0.305
9.45,2.735,0.691,9.588,-0.325
9.46,2.959,0.678,9.521,-0.344
9.47,3.181,0.664,9.45,-0.364
9.48,3.401,0.65,9.373,-0.384
9.49,3.619,0.635,9.291,-0.402
9.5,3.836,0.62,9.204,-0.42
9.51,4.049,0.605,9.112,-0.438
9.52,4.261,0.589,9.015,-0.455
9.53,4.47,0.574,8.914,-0.473
9.54,4.677,0.558,8.807,-0.49
9.55,4.881,0.542,8.696,-0.507
9.56,5.082,0.525,8.579,-0.523
9.57,5.28,0.509,8.459,-0.54
9.58,5.475,0.493,8.334,-0.555
9.59,5.667,0.476,8.204,-0.57
9.6,5.856,0.458,8.071,-0.584
9.61,6.042,0.441,7.933,-0.6
9.62,6.224,0.424,7.791,-0.614
9.63,6.402,0.407,7.644,-0.629
9.64,6.578,0.39,7.493,-0.642
9.65,6.75,0.372,7.338,-0.655
9.66,6.92,0.355,7.178,-0.668
9.67,7.085,0.337,7.015,-0.681
9.68,7.247,0.319,6.847,-0.693
9.69,7.405,0.301,6.676,-0.705
9.7,7.559,0.283,6.5,-0.717
9.71,7.709,0.265,6.321,-0.729
9.72,7.855,0.246,6.139,-0.74
9.73,7.996,0.228,5.953,-0.751
9.74,8.133,0.21,5.764,-0.763
9.75,8.265,0.192,5.571,-0.775
9.76,8.393,0.174,5.376,-0.787
9.77,8.516,0.156,5.177,-0.798
9.78,8.634,0.136,4.976,-0.809
9.79,8.748,0.118,4.773,-0.819
9.8,8.856,0.1,4.567,-0.83
9.81,8.96,0.081,4.359,-0.84
9.82,9.058,0.062,4.149,-0.85
9.83,9.151,0.043,3.937,-0.86
9.84,9.239,0.024,3.724,-0.87
9.85,9.322,0.004,3.509,-0.88
9.86,9.4,-0.014,3.292,-0.89
9.87,9.473,-0.033,3.073,-0.899
9.88,9.54,-0.052,2.854,-0.908
9.89,9.602,-0.07,2.633,-0.916
9.9,9.659,-0.087,2.412,-0.925
9.91,9.711,-0.107,2.191,-0.932
9.92,9.758,-0.128,1.969,-0.94
9.93,9.799,-0.148,1.746,-0.947
9.94,9.835,-0.169,1.523,-0.953
9.95,9.866,-0.188,1.299,-0.959
9.96,9.893,-0.207,1.074,-0.964
9.97,9.913,-0.228,0.849,-0.969
9.98,9.929,-0.249,0.623,-0.973
9.99,9.94,-0.269,0.397,-0.977
10,9.946,-0.289,0.171,-0.98
10.01,9.946,-0.31,-0.054,-0.983
10.02,9.941,-0.331,-0.279,-0.985
10.03,9.932,-0.351,-0.505,-0.986
10.04,9.917,-0.371,-0.731,-0.987
10.05,9.897,-0.392,-0.955,-0.987
10.06,9.872,-0.412,-1.18,-0.987
10.07,9.842,-0.431,-1.405,-0.985
10.08,9.806,-0.451,-1.629,-0.983
10.09,9.766,-0.471,-1.852,-0.98
10.1,9.721,-0.49,-2.075,-0.976
10.11,9.67,-0.51,-2.297,-0.972
10.12,9.614,-0.529,-2.519,-0.967
10.13,9.553,-0.548,-2.74,-0.962
10.14,9.486,-0.566,-2.961,-0.956
10.15,9.415,-0.585,-3.179,-0.949
10.16,9.338,-0.602,-3.397,-0.941
10.17,9.256,-0.619,-3.613,-0.933
10.18,9.169,-0.637,-3.828,-0.924
10.19,9.077,-0.655,-4.042,-0.915
10.2,8.979,-0.672,-4.253,-0.905
10.21,8.877,-0.689,-4.462,-0.894
10.22,8.77,-0.704,-4.669,-0.882
10.23,8.658,-0.719,-4.874,-0.87
10.24,8.541,-0.732,-5.076,-0.856
10.25,8.419,-0.746,-5.276,-0.843
10.26,8.293,-0.759,-5.472,-0.83
10.27,8.162,-0.773,-5.666,-0.816
10.28,8.027,-0.786,-5.856,-0.802
10.29,7.888,-0.798,-6.042,-0.787
10.3,7.744,-0.81,-6.226,-0.772
10.31,7.596,-0.821,-6.406,-0.757
10.32,7.445,-0.832,-6.582,-0.742
10.33,7.289,-0.841,-6.755,-0.725
10.34,7.129,-0.85,-6.924,-0.708
10.35,6.966,-0.859,-7.088,-0.691
10.36,6.8,-0.866,-7.249,-0.675
10.37,6.629,-0.874,-7.406,-0.658
10.38,6.456,-0.879,-7.558,-0.639
10.39,6.279,-0.885,-7.706,-0.621
10.4,6.1,-0.89,-7.85,-0.602
10.41,5.918,-0.894,-7.989,-0.584
10.42,5.733,-0.898,-8.123,-0.566
10.43,5.546,-0.902,-8.253,-0.548
10.44,5.356,-0.905,-8.379,-0.529
10.45,5.164,-0.907,-8.499,-0.511
10.46,4.97,-0.909,-8.615,-0.491
10.47,4.774,-0.91,-8.726,-0.473
10.48,4.576,-0.912,-8.832,-0.455
10.49,4.376,-0.913,-8.934,-0.436
10.5,4.174,-0.914,-9.031,-0.418
10.51,3.971,-0.915,-9.122,-0.4
10.52,3.766,-0.915,-9.21,-0.382
10.53,3.561,-0.915,-9.292,-0.364
10.54,3.354,-0.914,-9.369,-0.345
10.55,3.145,-0.913,-9.442,-0.327
10.56,2.936,-0.912,-9.51,-0.309
10.57,2.725,-0.911,-9.573,-0.292
10.58,2.514,-0.909,-9.631,-0.272
10.59,2.302,-0.907,-9.685,-0.253
10.6,2.088,-0.905,-9.734,-0.234
10.61,1.875,-0.903,-9.778,-0.215
10.62,1.66,-0.9,-9.817,-0.195
10.63,1.445,-0.898,-9.852,-0.176
10.64,1.228,-0.895,-9.882,-0.157
10.65,1.011,-0.892,-9.907,-0.137
10.66,0.793,-0.888,-9.928,-0.119
10.67,0.573,-0.885,-9.943,-0.099
10.68,0.354,-0.882,-9.954,-0.079
10.69,0.134,-0.877,-9.96,-0.058
10.7,-0.086,-0.873,-9.961,-0.037
10.71,-0.307,-0.868,-9.957,-0.017
10.72,-0.528,-0.864,-9.948,0.003
10.73,-0.75,-0.859,-9.934,0.024
10.74,-0.972,-0.854,-9.915,0.046
10.75,-1.194,-0.848,-9.891,0.068
10.76,-1.415,-0.842,-9.862,0.09
10.77,-1.636,-0.835,-9.829,0.111
10.78,-1.857,-0.828,-9.79,0.133
10.79,-2.076,-0.821,-9.746,0.155
10.8,-2.295,-0.814,-9.697,0.178
10.81,-2.514,-0.806,-9.643,0.2
10.82,-2.73,-0.798,-9.584,0.222
10.83,-2.946,-0.79,-9.52,0.246
10.84,-3.16,-0.78,-9.451,0.269
10.85,-3.372,-0.771,-9.377,0.292
10.86,-3.582,-0.76,-9.299,0.315
10.87,-3.791,-0.75,-9.216,0.337
10.88,-3.997,-0.739,-9.129,0.36
10.89,-4.201,-0.727,-9.037,0.383
10.9,-4.403,-0.715,-8.94,0.406
10.91,-4.603,-0.703,-8.839,0.429
10.92,-4.8,-0.69,-8.733,0.452
10.93,-4.995,-0.677,-8.623,0.475
10.94,-5.186,-0.663,-8.509,0.498
10.95,-5.375,-0.649,-8.391,0.52
10.96,-5.56,-0.634,-8.269,0.542
10.97,-5.743,-0.619,-8.143,0.564
10.98,-5.922,-0.603,-8.013,0.586
10.99,-6.098,-0.588,-7.879,0.609
11,-6.272,-0.57,-7.741,0.63
11.01,-6.442,-0.553,-7.6,0.65
11.02,-6.608,-0.535,-7.455,0.671
11.03,-6.771,-0.516,-7.307,0.691
11.04,-6.93,-0.497,-7.156,0.71
11.05,-7.085,-0.479,-7.002,0.73
11.06,-7.236,-0.46,-6.844,0.749
11.07,-7.384,-0.441,-6.684,0.769
11.08,-7.528,-0.422,-6.521,0.789
11.09,-7.667,-0.403,-6.355,0.808
11.1,-7.803,-0.382,-6.186,0.825
11.11,-7.935,-0.361,-6.015,0.842
11.12,-8.063,-0.341,-5.841,0.859
11.13,-8.187,-0.32,-5.665,0.876
11.14,-8.306,-0.299,-5.487,0.892
11.15,-8.422,-0.277,-5.307,0.907
11.16,-8.533,-0.256,-5.124,0.922
11.17,-8.64,-0.234,-4.94,0.936
11.18,-8.743,-0.212,-4.754,0.949
11.19,-8.841,-0.19,-4.567,0.962
11.2,-8.936,-0.167,-4.378,0.974
11.21,-9.026,-0.145,-4.187,0.986
11.22,-9.112,-0.122,-3.995,0.996
11.23,-9.194,-0.1,-3.8,1.007
11.24,-9.272,-0.077,-3.604,1.016
11.25,-9.346,-0.054,-3.405,1.024
11.26,-9.416,-0.032,-3.205,1.032
11.27,-9.481,-0.009,-3.002,1.039
11.28,-9.543,0.012,-2.798,1.046
11.29,-9.6,0.034,-2.592,1.052
11.3,-9.653,0.056,-2.385,1.058
11.31,-9.701,0.078,-2.176,1.063
11.32,-9.746,0.1,-1.966,1.067
11.33,-9.785,0.122,-1.754,1.071
11.34,-9.82,0.144,-1.542,1.074
11.35,-9.851,0.166,-1.329,1.076
11.36,-9.877,0.187,-1.115,1.079
11.37,-9.898,0.208,-0.9,1.081
11.38,-9.914,0.228,-0.684,1.082
11.39,-9.926,0.249,-0.468,1.083
11.4,-9.934,0.268,-0.252,1.083
11.41,-9.936,0.288,-0.037,1.083
11.42,-9.934,0.307,0.177,1.083
11.43,-9.928,0.325,0.393,1.082
11.44,-9.916,0.344,0.608,1.081
11.45,-9.9,0.363,0.822,1.079
11.46,-9.88,0.382,1.036,1.077
11.47,-9.855,0.4,1.249,1.074
11.48,-9.825,0.418,1.46,1.071
11.49,-9.791,0.435,1.672,1.068
11.5,-9.752,0.453,1.882,1.064
11.51,-9.709,0.471,2.09,1.06
11.52,-9.662,0.489,2.297,1.056
11.53,-9.611,0.506,2.501,1.051
11.54,-9.555,0.523,2.705,1.046
11.55,-9.495,0.539,2.907,1.041
11.56,-9.432,0.555,3.107,1.035
11.57,-9.364,0.571,3.303,1.029
11.58,-9.293,0.586,3.497,1.023
11.59,-9.218,0.601,3.689,1.016
11.6,-9.14,0.616,3.879,1.01
11.61,-9.058,0.63,4.068,1.002
11.62,-8.972,0.645,4.253,0.995
11.63,-8.882,0.659,4.437,0.987
11.64,-8.788,0.673,4.619,0.979
11.65,-8.692,0.687,4.799,0.97
11.66,-8.591,0.702,4.977,0.961
11.67,-8.486,0.717,5.153,0.952
11.68,-8.378,0.732,5.326,0.942
11.69,-8.267,0.746,5.498,0.931
11.7,-8.151,0.761,5.667,0.92
11.71,-8.032,0.774,5.835,0.908
11.72,-7.91,0.788,5.999,0.895
11.73,-7.784,0.801,6.162,0.882
11.74,-7.655,0.815,6.322,0.868
11.75,-7.524,0.828,6.478,0.854
11.76,-7.389,0.841,6.632,0.84
11.77,-7.251,0.853,6.782,0.824
11.78,-7.11,0.866,6.93,0.809
11.79,-6.967,0.879,7.074,0.793
11.8,-6.821,0.891,7.216,0.777
11.81,-6.672,0.902,7.354,0.76
